,Latitude in degrees,Longitude in degrees,Frequency(MHz),EIRP
0,0.4152777777777778,9.484444444444444,87.7,10000
1,0.05777777777777793,13.634166666666665,87.8,5000
2,1.6094444444444447,11.562777777777779,87.9,5000
3,0.9333333333333333,8.76666666666667,88.0,0
4,0.4152777777777778,9.484444444444444,88.7,10000
5,0.9333333333333333,8.76666666666667,89.0,300
6,0.418611111111111,9.473333333333336,89.5,0
7,0.418611111111111,9.473333333333336,89.9,1000
8,-0.4833333333333334,11.533333333333333,90.1,1000
9,-1.1833333333333327,11.033333333333333,90.5,1000
10,0.4083333333333334,9.505555555555553,90.5,0
11,-0.8333333333333326,11.416666666666666,91.0,500
12,0.418611111111111,9.473333333333336,91.6,1000
13,-1.0,12.5,91.8,500
14,0.418611111111111,9.473333333333336,92.0,0
15,0.4152777777777778,9.484444444444444,92.5,10000
16,0.418611111111111,9.473333333333336,93.0,1000
17,0.418611111111111,9.473333333333336,93.3,0
18,2.0605555555555553,11.506388888888889,93.9,0
19,0.4152777777777778,9.484444444444444,94.0,4000
20,0.9680555555555556,10.200277777777782,94.0,0
21,0.1283333333333332,13.233055555555554,94.2,0
22,0.418611111111111,9.473333333333336,94.5,1000
23,1.6094444444444447,11.562777777777779,95.5,1000
24,0.418611111111111,9.473333333333336,95.5,0
25,0.9833333333333333,10.8,95.5,0
26,0.418611111111111,9.473333333333336,96.0,0
27,0.4152777777777778,9.484444444444444,96.5,10000
28,0.418611111111111,9.473333333333336,97.0,0
29,1.6094444444444447,11.562777777777779,97.2,0
30,0.418611111111111,9.473333333333336,97.4,0
31,0.9333333333333333,8.76666666666667,97.4,0
32,0.418611111111111,9.473333333333336,98.0,0
33,0.4152777777777778,9.484444444444444,98.5,1000
34,0.9333333333333333,8.76666666666667,98.5,500
35,-1.0388888888888896,10.016666666666667,98.7,0
36,0.418611111111111,9.473333333333336,99.0,1000
37,-2.1333333333333333,11.016666666666667,99.0,0
38,0.5833333333333334,12.85,99.1,1000
39,0.418611111111111,9.473333333333336,99.5,0
40,0.8608333333333333,12.735277777777776,100.0,0
41,0.47583333333333333,9.412777777777778,100.0,0
42,0.418611111111111,9.473333333333336,100.5,0
43,0.5833333333333334,12.85,100.5,0
44,0.418611111111111,9.473333333333336,101.0,0
45,0.4152777777777778,9.484444444444444,101.5,1000
46,0.418611111111111,9.473333333333336,102.0,1000
47,0.418611111111111,9.473333333333336,102.2,0
48,0.418611111111111,9.473333333333336,102.5,0
49,0.418611111111111,9.473333333333336,103.0,1000
50,0.418611111111111,9.473333333333336,103.5,0
51,1.0,13.783333333333333,103.6,2000
52,0.4152777777777778,9.484444444444444,104.0,4000
53,0.05777777777777793,13.634166666666665,104.0,0
54,0.9333333333333333,8.76666666666667,104.0,0
55,0.418611111111111,9.473333333333336,104.5,500
56,1.6094444444444447,11.562777777777779,105.0,1800
57,0.9333333333333333,8.76666666666667,105.0,1000
58,0.418611111111111,9.473333333333336,105.5,0
59,0.38305555555555554,9.449722222222222,106.0,0
60,0.418611111111111,9.473333333333336,106.5,0
61,-2.0,11.0,107.0,0
62,0.05777777777777793,13.634166666666665,107.7,500
63,0.418611111111111,9.473333333333336,107.7,0
64,0.418611111111111,9.473333333333336,107.9,0
65,0.418611111111111,9.473333333333336,999.0,0
66,0.33333333333333326,10.5,999.9,0
67,0.418611111111111,9.473333333333336,999.9,0
68,0.10555555555555496,9.263888888888886,999.9,0
