,Latitude in degrees,Longitude in degrees,Frequency(MHz),EIRP
0,43.76749999999999,7.295555555555557,60.0,1000
1,43.45444444444444,0.25527777777777816,87.6,3000
2,47.934444444444445,1.839722222222222,87.6,2000
3,44.13194444444445,4.285000000000002,87.6,1000
4,47.81055555555556,3.6247222222222226,87.6,1000
5,44.790833333333346,0.498611111111111,87.6,1000
6,49.09916666666666,0.6141666666666666,87.6,1000
7,47.208611111111125,5.981944444444443,87.6,1000
8,46.194444444444436,5.3386111111111125,87.6,1000
9,43.60333333333333,2.207777777777777,87.6,1000
10,49.22638888888888,2.5052777777777777,87.6,1000
11,45.49277777777778,5.443055555555553,87.6,1000
12,48.06583333333332,0.89,87.6,1000
13,49.504166666666656,0.17555555555555555,87.6,1000
14,48.00305555555555,0.1605555555555555,87.6,1000
15,46.3338888888889,1.2172222222222222,87.6,1000
16,46.59277777777778,0.36027777777777775,87.6,1000
17,48.55694444444445,3.6791666666666663,87.6,1000
18,47.65027777777776,-1.1675000000000004,87.6,1000
19,45.25194444444443,4.065277777777778,87.6,1000
20,50.442777777777785,2.8300000000000005,87.6,750
21,49.11277777777778,2.200555555555556,87.6,500
22,43.293888888888894,1.9183333333333334,87.6,500
23,45.39583333333333,2.0444444444444447,87.6,500
24,48.926666666666684,6.616944444444444,87.6,500
25,46.00972222222223,3.919444444444445,87.6,500
26,50.36222222222221,2.3327777777777783,87.6,500
27,49.381111111111125,4.63138888888889,87.6,500
28,46.578888888888876,1.6266666666666663,87.6,400
29,43.55833333333334,6.461388888888888,87.6,300
30,48.54277777777778,2.6769444444444446,87.6,300
31,49.841111111111104,3.258611111111111,87.6,300
32,47.365277777777784,0.4633333333333334,87.6,200
33,46.930277777777796,4.287222222222224,87.6,200
34,44.34388888888889,6.684444444444443,87.6,200
35,48.9263888888889,3.1230555555555544,87.6,200
36,48.95472222222222,1.7149999999999999,87.6,200
37,45.27194444444446,3.1991666666666663,87.6,200
38,44.51027777777777,3.493611111111111,87.6,200
39,44.00444444444447,1.3755555555555559,87.6,200
40,44.93361111111112,6.717777777777776,87.6,200
41,47.0111111111111,-0.5913888888888885,87.6,200
42,44.47500000000001,1.113888888888889,87.6,200
43,45.83972222222221,1.4775000000000005,87.6,200
44,45.21055555555556,6.446111111111109,87.6,200
45,45.74722222222222,6.504722222222224,87.6,200
46,44.93888888888888,2.6080555555555547,87.6,200
47,45.883611111111094,6.126944444444445,87.6,100
48,44.199166666666656,2.66,87.6,100
49,43.94805555555555,4.819444444444444,87.6,100
50,48.86749999999999,2.4147222222222213,87.6,100
51,47.995000000000005,6.270555555555559,87.6,100
52,44.92583333333333,1.8727777777777779,87.6,100
53,43.92611111111111,7.491666666666669,87.6,100
54,44.74388888888889,5.3502777777777775,87.6,100
55,43.21388888888889,2.7611111111111115,87.6,100
56,45.03916666666667,6.014722222222222,87.6,100
57,43.676944444444445,2.873611111111111,87.6,100
58,47.31972222222221,6.807222222222222,87.6,100
59,42.86638888888889,1.1397222222222223,87.6,100
60,45.445,6.951944444444446,87.6,100
61,44.08944444444445,6.000555555555558,87.6,80
62,48.640277777777776,7.486388888888889,87.7,50000
63,43.71444444444443,7.307222222222222,87.7,2000
64,47.40555555555555,0.7238888888888889,87.7,2000
65,44.21444444444443,0.6383333333333333,87.7,1000
66,47.9025,0.171944444444444,87.7,1000
67,44.81972222222224,1.1724999999999999,87.7,1000
68,47.07138888888889,2.3738888888888887,87.7,1000
69,48.9788888888889,4.412222222222223,87.7,1000
70,47.043888888888894,0.7766666666666666,87.7,1000
71,45.79833333333333,2.9986111111111113,87.7,1000
72,42.32944444444445,9.158055555555555,87.7,1000
73,44.610277777777775,2.0713888888888894,87.7,1000
74,43.274444444444434,5.308055555555555,87.7,1000
75,50.72194444444443,2.192222222222222,87.7,1000
76,48.65888888888888,5.978333333333333,87.7,1000
77,48.750555555555565,0.9258333333333333,87.7,1000
78,49.87333333333333,2.266388888888889,87.7,500
79,47.39638888888887,2.972222222222222,87.7,500
80,49.912499999999994,1.0722222222222224,87.7,500
81,44.578611111111094,6.055555555555557,87.7,500
82,45.93194444444445,0.36194444444444485,87.7,500
83,43.40194444444444,3.684444444444445,87.7,500
84,44.34555555555554,2.887222222222223,87.7,400
85,46.18888888888888,5.515555555555557,87.7,350
86,50.34916666666666,3.5625,87.7,300
87,45.254166666666656,4.647500000000001,87.7,200
88,42.072222222222216,8.906944444444445,87.7,200
89,43.56944444444446,7.034722222222224,87.7,200
90,47.88194444444445,-2.239444444444444,87.7,200
91,46.01944444444445,0.685,87.7,200
92,48.568888888888885,-1.4736111111111116,87.7,200
93,46.66277777777778,0.2630555555555556,87.7,200
94,48.45916666666666,-2.5847222222222217,87.7,200
95,43.01166666666667,2.30361111111111,87.7,200
96,47.791944444444454,6.9377777777777805,87.7,200
97,43.21111111111112,0.7925000000000003,87.7,200
98,45.47999999999999,6.509722222222219,87.7,200
99,45.11611111111111,1.2472222222222222,87.7,200
100,49.42472222222222,1.1397222222222223,87.7,200
101,45.74777777777779,1.0666666666666667,87.7,200
103,46.27027777777778,6.846111111111112,87.7,100
104,44.846111111111114,5.783333333333333,87.7,100
105,45.285833333333336,6.824166666666666,87.7,100
106,44.809722222222234,4.652500000000001,87.7,100
107,48.61888888888889,6.11777777777778,87.7,100
108,47.98194444444445,4.402222222222223,87.8,63000
109,48.85805555555555,2.2944444444444447,87.8,10000
110,45.76250000000002,4.8225,87.8,4000
111,45.645277777777785,0.1897222222222222,87.8,2000
112,49.19555555555557,1.3994444444444445,87.8,1000
113,45.283611111111114,5.881666666666669,87.8,1000
114,47.718888888888884,1.6102777777777777,87.8,1000
115,46.63805555555556,1.0699999999999998,87.8,1000
116,50.654722222222226,3.105555555555555,87.8,1000
117,48.31277777777778,1.0530555555555556,87.8,1000
118,43.503888888888895,2.4197222222222226,87.8,1000
119,46.3263888888889,2.4986111111111113,87.8,1000
120,47.18305555555556,0.1952777777777781,87.8,1000
121,44.089999999999996,4.815555555555555,87.8,1000
122,49.16361111111113,5.458333333333332,87.8,1000
123,47.63833333333334,6.873888888888889,87.8,500
124,49.62750000000001,0.046111111111111436,87.8,500
125,48.44138888888889,-0.3958333333333335,87.8,500
126,43.96583333333332,3.6569444444444446,87.8,500
127,46.65194444444446,5.5822222222222235,87.8,500
128,47.472222222222214,6.930277777777778,87.8,500
129,45.04611111111111,3.2188888888888885,87.8,500
130,42.671944444444435,2.4602777777777773,87.8,300
131,44.336666666666666,2.0477777777777773,87.8,300
132,45.08166666666666,1.9197222222222217,87.8,200
133,48.019999999999996,-2.844444444444446,87.8,200
134,50.113611111111105,3.9716666666666667,87.8,200
135,44.46638888888889,3.7363888888888894,87.8,200
136,43.851944444444435,5.783055555555556,87.8,200
137,44.08138888888888,3.0813888888888896,87.8,200
138,49.945833333333326,2.9388888888888887,87.8,200
139,48.100555555555566,-1.2397222222222224,87.8,200
140,48.30388888888887,6.994722222222221,87.8,200
141,49.53194444444445,3.424444444444445,87.8,200
142,45.9263888888889,6.888055555555555,87.8,100
143,45.85722222222223,5.7813888888888885,87.8,100
144,44.225833333333334,6.92888888888889,87.8,100
145,49.94027777777778,4.65111111111111,87.8,10
146,42.937500000000014,0.14111111111111108,87.9,79000
147,46.758611111111094,1.33,87.9,10000
148,44.964722222222214,4.798333333333332,87.9,10000
149,49.2425,4.058611111111111,87.9,2000
150,42.56583333333335,8.870277777777778,87.9,1000
151,47.30027777777779,4.990277777777778,87.9,1000
152,43.534166666666685,5.002222222222222,87.9,1000
153,46.233333333333334,3.7188888888888885,87.9,1000
154,45.03527777777777,3.8969444444444448,87.9,1000
155,43.752500000000005,7.481111111111111,87.9,1000
156,50.56361111111111,1.6486111111111106,87.9,1000
157,41.59861111111112,9.317500000000003,87.9,1000
158,48.53777777777778,-1.0780555555555558,87.9,1000
159,43.43249999999999,6.811388888888888,87.9,1000
160,43.05277777777776,5.845555555555557,87.9,1000
161,49.657499999999985,0.7383333333333333,87.9,1000
162,47.68999999999999,2.627222222222223,87.9,790
163,45.57944444444445,3.260277777777778,87.9,500
164,48.82333333333335,0.4391666666666667,87.9,500
165,47.65833333333334,-0.4152777777777783,87.9,320
166,49.72111111111111,4.964444444444444,87.9,300
167,45.62694444444444,6.828888888888887,87.9,250
168,48.59472222222222,-2.7719444444444457,87.9,250
169,48.21194444444443,-2.404444444444446,87.9,200
170,48.68333333333333,5.339444444444445,87.9,200
171,49.76888888888889,1.978333333333334,87.9,200
172,46.89166666666667,6.391388888888888,87.9,200
173,44.64944444444444,6.637777777777777,87.9,200
174,43.30611111111112,3.1691666666666674,87.9,100
175,41.38777777777777,9.159166666666664,87.9,100
176,48.072222222222216,6.896111111111112,87.9,100
177,45.979166666666664,5.608611111111113,87.9,100
178,45.68277777777777,3.644722222222223,87.9,100
179,45.92555555555555,6.400833333333336,87.9,100
180,45.41277777777778,5.8386111111111125,87.9,100
181,44.00777777777777,7.33888888888889,87.9,6
182,48.67111111111111,0.35083333333333316,88.0,13000
183,41.76777777777777,8.768333333333333,88.0,11000
184,43.60500000000001,3.824722222222223,88.0,3000
185,45.778055555555554,1.2888888888888885,88.0,2000
186,45.40027777777778,4.387499999999999,88.0,2000
187,45.95222222222222,2.1799999999999997,88.0,1000
188,50.95055555555557,1.8908333333333327,88.0,1000
189,46.80611111111112,1.7505555555555552,88.0,1000
190,48.09361111111111,7.295277777777776,88.0,1000
191,48.94833333333333,3.141111111111112,88.0,1000
192,48.545,2.6780555555555563,88.0,1000
193,49.56527777777778,2.9672222222222215,88.0,1000
194,48.6636111111111,1.7463888888888888,88.0,1000
195,46.76138888888889,-0.1061111111111106,88.0,1000
196,47.586666666666666,6.154444444444444,88.0,1000
197,45.964999999999996,4.703611111111109,88.0,1000
198,48.72055555555554,4.601666666666667,88.0,1000
199,44.947500000000005,2.449444444444445,88.0,500
200,46.07972222222223,6.619444444444445,88.0,500
201,47.93222222222221,-0.6902777777777771,88.0,500
202,45.57944444444445,0.6977777777777778,88.0,500
203,50.418611111111126,2.6594444444444454,88.0,400
204,47.69166666666665,0.345277777777778,88.0,200
205,49.22638888888888,2.5052777777777777,88.0,200
206,42.885277777777794,1.8119444444444448,88.0,200
207,48.81805555555554,-1.7591666666666668,88.0,200
208,47.86833333333335,-1.8680555555555554,88.0,200
209,44.872777777777756,1.464444444444444,88.0,200
210,43.48694444444445,2.7936111111111113,88.0,150
211,45.67722222222223,6.420277777777778,88.0,100
212,44.68749999999999,4.3130555555555565,88.0,100
213,45.690833333333345,6.143888888888889,88.0,100
214,44.91027777777777,4.431666666666666,88.0,100
215,44.99750000000001,6.148055555555555,88.0,100
216,45.39888888888888,0.14861111111111114,88.0,100
217,45.37555555555555,6.7172222222222215,88.0,100
218,44.34388888888889,6.684444444444443,88.0,31
219,44.540555555555564,5.744444444444444,88.0,20
220,46.99611111111111,4.0361111111111105,88.1,8000
221,43.71444444444443,7.307222222222222,88.1,5000
