,Latitude in degrees,Longitude in degrees,Frequency(MHz),EIRP,HDI,popdens
330,52.0246381,5.0458792,98.9,72400.0,0.941,
331,52.2209855,6.8940537,99.1,15800.0,0.941,
332,50.9673322,5.8277007,99.1,1000.0,0.941,
333,53.1638192,6.7556852,99.1,3300.0,0.941,
334,52.9035357,5.6784354,99.1,5010.0,0.941,
335,51.49433865,3.415005768,99.2,8910.0,0.941,
336,52.75286615,6.952513466,99.3,501.0,0.941,
337,52.3730796,4.8924534,99.4,100.0,0.941,
338,51.5887845,4.7760237,99.4,912.0,0.941,
339,52.07494555,4.269680221,99.4,2000.0,0.941,
340,51.4437624,5.6187496,99.4,27500.0,0.941,
341,52.1562499,5.3896944,99.5,417.0,0.941,
342,52.2658726,6.7924049,99.5,2000.0,0.941,
343,52.9054328,6.3968885,99.6,6170.0,0.941,
344,52.653272,5.0735802,99.6,24900.0,0.941,
345,52.1594747,4.4908843,99.6,302.0,0.941,
346,51.9244424,4.47775,,661.0,0.941,
347,51.782164,5.189826737,99.6,3980.0,0.941,
348,50.9431108,5.9705675,,316.0,0.941,
349,52.1343369,4.6561357,99.8,63.0,0.941,
350,51.5031033,3.8897596,99.8,11500.0,0.941,
351,52.2241375,5.1719396,99.8,63.0,0.941,
352,52.0056642,5.876234508,99.9,200.0,0.941,
353,52.5996262,6.4593207,99.9,1100.0,0.941,
354,52.07494555,4.269680221,99.9,25.0,0.941,
355,52.1845117,5.934748,99.9,3000.0,0.941,
356,49.62702,6.383273202,99.9,26900.0,0.941,
357,52.0246381,5.0458792,100.1,58900.0,0.941,
358,51.84257485,5.838960629,100.1,3980.0,0.941,
359,52.17151315,6.34365816,100.2,20000.0,0.941,
360,51.1933903,5.9882649,100.3,97700.0,0.941,
361,49.62702,6.383273202,100.3,100.0,0.941,
362,52.3730796,4.8924534,100.4,37.0,0.941,
363,51.9585348,6.281455126,100.4,25100.0,0.941,
364,52.9054328,6.3968885,100.4,93300.0,0.941,
365,51.5331484,4.4561276,100.4,7410.0,0.941,
366,51.9244424,4.47775,100.4,20000.0,0.941,
367,51.2302243,3.823928,100.4,24500.0,0.941,
368,51.84257485,5.838960629,100.5,2000.0,0.941,
369,52.850955,5.0226161,100.5,5000.0,0.941,
370,51.5031033,3.8897596,100.7,100.0,0.941,
371,52.2658726,6.7924049,100.7,6030.0,0.941,
372,52.0246381,5.0458792,100.7,67600.0,0.941,
373,51.9890577,6.5716944,100.7,10000.0,0.941,
374,51.49433865,3.415005768,100.7,10000.0,0.941,
375,52.6008538,4.817099446,100.9,40.0,0.941,
376,52.0056642,5.876234508,100.9,10.0,0.941,
377,52.2241375,5.1719396,100.9,200.0,0.941,
378,51.6511806,5.236800144,101.0,501.0,0.941,
379,52.9054328,6.3968885,101.0,93300.0,0.941,
380,51.84257485,5.838960629,101.1,3700.0,0.941,
381,51.3284919,3.6854246,101.2,1000.0,0.941,
382,52.2209855,6.8940537,101.2,31600.0,0.941,
383,52.2241375,5.1719396,101.2,200000.0,0.941,
384,52.1845117,5.934748,101.2,427.0,0.941,
385,51.5331484,4.4561276,101.3,6760.0,0.941,
386,52.6008538,4.817099446,101.4,100.0,0.941,
387,52.2695736,6.236339605,101.4,10000.0,0.941,
388,52.53668095,5.361043525,101.4,47.0,0.941,
389,52.3730796,4.8924534,101.5,20.0,0.941,
390,52.0056642,5.876234508,101.5,3550.0,0.941,
391,51.6511806,5.236800144,101.5,7240.0,0.941,
392,52.0246381,5.0458792,101.5,66.0,0.941,
393,51.9244424,4.47775,101.5,8300.0,0.941,
394,51.4437624,5.6187496,101.6,5750.0,0.941,
395,51.1933903,5.9882649,101.6,1740.0,0.941,
396,52.850955,5.0226161,101.6,34700.0,0.941,
397,51.5887845,4.7760237,101.7,9500.0,0.941,
398,52.07494555,4.269680221,101.7,295.0,0.941,
399,52.75286615,6.952513466,101.7,2000.0,0.941,
400,52.3730796,4.8924534,101.8,200.0,0.941,
401,52.7091058,5.7477459,101.8,162.0,0.941,
402,53.2005936,5.7918548,101.8,500.0,0.941,
403,51.5890603,5.315795445,101.8,5500.0,0.941,
404,52.1845117,5.934748,101.8,79.0,0.941,
405,52.1343369,4.6561357,101.9,79.0,0.941,
406,51.5031033,3.8897596,101.9,36300.0,0.941,
407,52.0246381,5.0458792,101.9,200.0,0.941,
408,51.8206116,5.5632234,101.9,2500.0,0.941,
409,51.58561845,5.066061613,101.9,9100.0,0.941,
410,52.0038435,6.5194467,101.9,1380.0,0.941,
411,51.5887845,4.7760237,102.1,1450.0,0.941,
412,51.9585348,6.281455126,102.1,200.0,0.941,
413,52.2241375,5.1719396,102.1,97700.0,0.941,
414,52.9054328,6.3968885,102.2,10000.0,0.941,
415,52.6008538,4.817099446,102.3,13200.0,0.941,
416,51.5403294,5.7089062,102.3,39800.0,0.941,
417,52.53668095,5.361043525,102.3,100.0,0.941,
418,52.17151315,6.34365816,102.3,14800.0,0.941,
419,51.1933903,5.9882649,102.3,2500.0,0.941,
420,51.9244424,4.47775,102.3,500.0,0.941,
421,52.51456525,6.09772036,102.3,316.0,0.941,
422,52.3730796,4.8924534,102.4,1260.0,0.941,
423,52.0056642,5.876234508,102.4,1200.0,0.941,
424,52.5996262,6.4593207,102.4,1000.0,0.941,
425,51.5331484,4.4561276,102.4,151.0,0.941,
426,51.2302243,3.823928,102.4,20000.0,0.941,
427,51.58561845,5.066061613,102.5,8510.0,0.941,
428,52.9035357,5.6784354,102.5,100000.0,0.941,
429,52.0907006,5.1215634,102.5,1050.0,0.941,
430,52.2658726,6.7924049,102.6,12600.0,0.941,
431,51.84257485,5.838960629,102.6,2000.0,0.941,
432,52.75286615,6.952513466,102.7,10000.0,0.941,
433,52.2347139,6.4949852,102.7,316.0,0.941,
434,51.9244424,4.47775,102.7,100000.0,0.941,
435,52.51456525,6.09772036,102.8,300.0,0.941,
436,52.9962401,7.001434883,102.9,3200.0,0.941,
437,52.0068482,6.3500598,102.9,513.0,0.941,
