Latitude in degrees,Longitude in degrees,Frequency(MHz),EIRP,HDI
21.708042,72.9957,105.2,21708,0.633
15.498995,73.82822,105.4,15498,0.633
30.733442,76.77972,105.6,30733,0.633
26.915457,75.818985,105.6,26915,0.633
31.332376,75.57689,105.6,31332,0.633
9.967427,76.245445,105.6,9967,0.633
26.8381,80.9346,105.6,26838,0.633
9.926115,78.1141,105.6,9926,0.633
21.149813,79.082054,105.6,21149,0.633
28.613895,77.20901,105.6,28613,0.633
8.488227,76.94755,105.6,8488,0.633
28.613895,77.20901,106.4,28613,0.633
12.976793,77.59008,106.4,12976,0.633
17.360588,78.47406,106.4,17360,0.633
18.973354,72.8281,106.4,18973,0.633
19.043621,74.742676,106.4,19043,0.633
20.878922,74.70314,106.4,20878,0.633
29.15,75.72,106.4,29150,0.633
23.160894,79.94977,106.4,23160,0.633
21.013762,75.562706,106.4,21013,0.633
29.680326,76.989624,106.4,29680,0.633
26.166706,85.41663,106.4,26166,0.633
30.329561,76.41278,106.4,30329,0.633
23.37005,85.325035,106.4,23370,0.633
31.104153,77.170975,106.4,31104,0.633
13.0836935,80.27019,106.4,13083,0.633
11.001811,76.962845,106.4,11001,0.633
9.926115,78.1141,106.4,9926,0.633
10.915648,79.806946,106.4,10915,0.633
10.804973,78.68703,106.4,10804,0.633
8.808234,77.811485,106.4,8808,0.633
8.805261,78.14527,106.4,8805,0.633
25.344027,78.436775,106.4,25344,0.633
26.4691,74.639,106.4,26469,0.633
25.43813,81.8338,106.4,25438,0.633
32.42882,75.56287,106.4,32428,0.633
33.767002,74.09571,106.4,33767,0.633
22.572645,88.36389,107.0,22572,0.633
18.973354,72.8281,107.1,18973,0.633
28.613895,77.20901,107.2,28613,0.633
30.858444,76.99796,107.2,30858,0.633
12.96,79.944,107.2,12960,0.633
26.8381,80.9346,107.2,26838,0.633
13.0836935,80.27019,107.4,13083,0.633
11.001811,76.962845,107.4,11001,0.633
28.570633,77.32722,107.4,28570,0.633
9.94,76.26,107.5,9940,0.633
13.631637,79.42317,107.5,13631,0.633
23.021624,72.579704,107.8,23021,0.633
28.403149,77.310555,107.8,28403,0.633
28.428263,77.0027,107.8,28428,0.633
27.993177,77.04074,107.8,27993,0.633
12.86981,74.84301,107.8,12869,0.633
9.498,76.33348,107.8,9498,0.633
8.887951,76.595505,107.8,8887,0.633
25.5,78.0,107.8,25500,0.633
18.521427,73.854454,107.8,18521,0.633
30.329561,76.41278,107.8,30329,0.633
13.0836935,80.27019,107.8,13083,0.633
11.001811,76.962845,107.8,11001,0.633
17.360588,78.47406,107.8,17360,0.633
17.360588,78.47406,107.8,17360,0.633
26.79947,82.99173,107.8,26799,0.633
26.8381,80.9346,107.8,26838,0.633
28.982653,77.7081,107.8,28982,0.633
28.570633,77.32722,107.8,28570,0.633
30.325565,78.04368,107.8,30325,0.633
