Latitude in degrees,Longitude in degrees,Frequency(MHz),EIRP,HDI
13.0836935,80.27019,98.3,13083,0.633
11.001811,76.962845,98.3,11001,0.633
15.351838,75.137985,98.3,15351,0.633
17.360588,78.47406,98.3,17360,0.633
22.720362,75.8682,98.3,22720,0.633
23.160894,79.94977,98.3,23160,0.633
26.915457,75.818985,98.3,26915,0.633
31.332376,75.57689,98.3,31332,0.633
32.718563,74.85809,98.3,32718,0.633
26.296772,73.03514,98.3,26296,0.633
26.460913,80.32176,98.3,26460,0.633
16.70284,74.24053,98.3,16702,0.633
22.572645,88.36389,98.3,22572,0.633
26.8381,80.9346,98.3,26838,0.633
9.926115,78.1141,98.3,9926,0.633
12.86981,74.84301,98.3,12869,0.633
18.973354,72.8281,98.3,18973,0.633
21.149813,79.082054,98.3,21149,0.633
20.011248,73.79024,98.3,20011,0.633
28.613895,77.20901,98.3,28613,0.633
25.609324,85.12353,98.3,25609,0.633
18.521427,73.854454,98.3,18521,0.633
21.23809,81.6337,98.3,21238,0.633
22.305326,70.80284,98.3,22305,0.633
31.104153,77.170975,98.3,31104,0.633
26.716413,88.43099,98.3,26716,0.633
34.074745,74.82044,98.3,34074,0.633
21.17,72.82,98.3,21170,0.633
8.488227,76.94755,98.3,8488,0.633
22.297314,73.19426,98.3,22297,0.633
25.33565,83.00763,98.3,25335,0.633
16.508757,80.61851,98.3,16508,0.633
17.723127,83.301285,98.3,17723,0.633
21.013762,75.562706,98.3,21013,0.633
34.55944,76.125595,98.3,34559,0.633
34.164204,77.584816,98.3,34164,0.633
9.187057,92.77301,100.1,9187,0.633
11.965196,92.99562,100.1,11965,0.633
15.655919,77.269775,100.1,15655,0.633
16.997168,82.2458,100.1,16997,0.633
18.322208,78.338715,100.1,18322,0.633
15.475377,78.47855,100.1,15475,0.633
22.53,83.04,100.1,22530,0.633
27.9225,94.463,100.1,27922,0.633
24.88157,77.41192,100.1,24881,0.633
27.013723,92.6358,100.1,27013,0.633
28.32244,94.95423,100.1,28322,0.633
27.687,93.136,100.1,27687,0.633
26.049034,74.49992,100.1,26049,0.633
28.423862,95.08822,100.1,28423,0.633
27.842817,94.625305,100.1,27842,0.633
28.081318,96.52367,100.1,28081,0.633
28.324556,95.96186,100.1,28324,0.633
27.097965,93.623726,100.1,27097,0.633
27.106115,92.1164,100.1,27106,0.633
27.976742,94.954254,100.1,27976,0.633
28.48,95.22,100.1,28480,0.633
28.598745,94.13358,100.1,28598,0.633
27.4873,96.20634,100.1,27487,0.633
27.292469,96.11749,100.1,27292,0.633
27.665838,95.861435,100.1,27665,0.633
28.06,95.324,100.1,28060,0.633
27.99,94.21,100.1,27990,0.633
28.136847,95.84308,100.1,28136,0.633
28.310955,94.88591,100.1,28310,0.633
27.811502,93.53234,100.1,27811,0.633
27.359419,93.04061,100.1,27359,0.633
28.23,94.14,100.1,28230,0.633
27.58792,91.86373,100.1,27587,0.633
27.925419,96.16471,100.1,27925,0.633
28.99,94.89,100.1,28990,0.633
27.468277,93.76969,100.1,27468,0.633
28.64106,95.027664,100.1,28641,0.633
28.113323,94.57479,100.1,28113,0.633
27.71069,91.73006,100.1,27710,0.633
27.54,93.82,100.1,27540,0.633
26.06,93.19,100.1,26060,0.633
26.341423,91.01675,100.1,26341,0.633
27.484459,94.90195,100.1,27484,0.633
26.006199,90.79231,100.1,26006,0.633
26.468172,90.42435,100.1,26468,0.633
25.913311,93.025665,100.1,25913,0.633
27.29,95.66,100.1,27290,0.633
26.30415,92.71606,100.1,26304,0.633
27.160902,94.16267,100.1,27160,0.633
26.067,93.7861,100.1,26067,0.633
24.817862,92.75622,100.1,24817,0.633
27.520166,95.53063,100.1,27520,0.633
26.750381,92.097725,100.1,26750,0.633
24.88,86.91,100.1,24880,0.633
26.67351,85.550415,100.1,26673,0.633
25.413862,86.13489,100.1,25413,0.633
26.791073,84.560104,100.1,26791,0.633
25.249483,86.98281,100.1,25249,0.633
25.56207,84.01567,100.1,25562,0.633
26.298,87.269,100.1,26298,0.633
24.967852,86.17351,100.1,24967,0.633
25.550476,87.59415,100.1,25550,0.633
25.671854,86.9221,100.1,25671,0.633
26.963991,84.11255,100.1,26963,0.633
26.669512,84.95741,100.1,26669,0.633
24.93476,85.54884,100.1,24934,0.633
25.876,86.598,100.1,25876,0.633
25.13198,85.853355,100.1,25131,0.633
21.188486,80.75601,100.1,21188,0.633
19.087076,82.023575,100.1,19087,0.633
20.269274,81.49321,100.1,20269,0.633
21.743477,82.57934,100.1,21743,0.633
23.496881,76.453125,100.1,23496,0.633
22.354746,82.71108,100.1,22354,0.633
23.212,82.193,100.1,23212,0.633
20.58844,81.071724,100.1,20588,0.633
20.718176,70.93238,100.1,20718,0.633
20.273676,73.00458,100.1,20273,0.633
28.613895,77.20901,,28613,0.633
19.043621,74.742676,100.1,19043,0.633
20.758726,73.687355,100.1,20758,0.633
20.866667,70.75,100.1,20866,0.633
21.708042,72.9957,100.1,21708,0.633
21.771883,72.14165,100.1,21771,0.633
22.2471,68.97424,100.1,22247,0.633
22.473242,70.055214,100.1,22473,0.633
21.88,73.7,100.1,21880,0.633
23.601263,72.37415,100.1,23601,0.633
23.46,73.3,100.1,23460,0.633
21.6409,69.611,100.1,21640,0.633
23.831566,71.61039,100.1,23831,0.633
22.75,71.666664,100.1,22750,0.633
24.389727,71.629265,100.1,24389,0.633
20.91011,70.36528,100.1,20910,0.633
30.384367,76.770424,100.1,30384,0.633
28.79317,76.13913,100.1,28793,0.633
29.301826,76.33847,100.1,29301,0.633
29.583332,75.083336,100.1,29583,0.633
31.417925,76.639755,100.1,31417,0.633
30.304262,77.30273,100.1,30304,0.633
32.5,76.5,100.1,32500,0.633
25.77,83.171,100.1,25770,0.633
32.57,77.03,100.1,32570,0.633
31.672338,76.953316,100.1,31672,0.633
32.263096,77.188126,100.1,32263,0.633
24.89009,83.732544,100.1,24890,0.633
29.116663,78.81768,100.1,29116,0.633
33.55,74.22,100.1,33550,0.633
34.42927,75.75076,100.1,34429,0.633
33.0966,74.293,100.1,33096,0.633
33.46914,76.878174,100.1,33469,0.633
34.014484,75.328514,100.1,34014,0.633
33.985397,75.14711,100.1,33985,0.633
34.09,74.033,100.1,34090,0.633
23.795,85.89,100.1,23795,0.633
24.201626,84.878174,100.1,24201,0.633
24.476643,86.606735,100.1,24476,0.633
24.25385,87.300644,100.1,24253,0.633
22.66459,86.50691,100.1,22664,0.633
24.185,86.303,100.1,24185,0.633
23.091675,84.573845,100.1,23091,0.633
12.976793,77.59008,100.1,12976,0.633
14.4633,75.909,100.1,14463,0.633
12.263548,75.19132,100.1,12263,0.633
14.426165,74.41076,100.1,14426,0.633
23.75,78.75,100.1,23750,0.633
13.340077,77.100624,100.1,13340,0.633
11.613662,76.08517,100.1,11613,0.633
9.172188,76.50087,100.1,9172,0.633
9.854006,76.94465,100.1,9854,0.633
8.947118,77.02144,100.1,8947,0.633
34.551228,77.55065,100.1,34551,0.633
34.55944,76.125595,100.1,34559,0.633
34.30282,76.95747,100.1,34302,0.633
33.205482,78.64966,100.1,33205,0.633
10.55905,72.636566,100.1,10559,0.633
22.033361,74.897835,100.1,22033,0.633
26.269722,82.99442,100.1,26269,0.633
24.711943,78.137276,100.1,24711,0.633
23.75,79.583336,100.1,23750,0.633
22.338882,77.092995,100.1,22338,0.633
22.769674,74.59122,100.1,22769,0.633
24.118538,78.04082,100.1,24118,0.633
24.333332,75.25,100.1,24333,0.633
23.833961,80.392456,100.1,23833,0.633
22.946705,79.19802,100.1,22946,0.633
24.465002,74.86895,100.1,24465,0.633
22.473682,78.43605,100.1,22473,0.633
24.5,81.0,100.1,24500,0.633
31.207727,77.19381,100.1,31207,0.633
23.42407,76.28387,100.1,23424,0.633
21.240793,77.427795,100.1,21240,0.633
19.302996,80.16474,100.1,19302,0.633
26.752647,85.32662,100.1,26752,0.633
20.53208,76.17991,100.1,20532,0.633
22.7785,73.62452,100.1,22778,0.633
21.455229,80.19627,100.1,21455,0.633
19.803513,77.17926,100.1,19803,0.633
19.831188,76.061386,100.1,19831,0.633
20.258503,76.97658,100.1,20258,0.633
18.973354,72.8281,100.1,18973,0.633
18.913895,80.1261,100.1,18913,0.633
20.735706,78.556496,100.1,20735,0.633
20.245056,82.84388,100.1,20245,0.633
24.799116,93.93644,100.1,24799,0.633
25.152433,93.9715,100.1,25152,0.633
24.24812,94.30287,100.1,24248,0.633
24.246614,93.1071,100.1,24246,0.633
25.272663,94.02675,100.1,25272,0.633
25.36109,90.64343,100.1,25361,0.633
25.57264,91.25408,100.1,25572,0.633
25.576044,91.88253,100.1,25576,0.633
23.743525,92.73829,100.1,23743,0.633
23.197287,93.27082,100.1,23197,0.633
23.265858,92.47548,100.1,23265,0.633
22.532,92.891,100.1,22532,0.633
23.345383,92.42884,100.1,23345,0.633
24.066683,92.38809,100.1,24066,0.633
22.499552,92.97799,100.1,22499,0.633
22.801388,92.99433,100.1,22801,0.633
23.9009,93.015,100.1,23900,0.633
25.911743,93.7217,100.1,25911,0.633
25.349895,93.59822,100.1,25349,0.633
25.624918,94.64856,100.1,25624,0.633
20.838243,85.0974,100.1,20838,0.633
20.181314,83.87332,100.1,20181,0.633
21.347763,83.657684,100.1,21347,0.633
18.849964,82.78007,100.1,18849,0.633
19.23,82.548,100.1,19230,0.633
20.370598,82.79829,100.1,20370,0.633
20.2685,86.651054,100.1,20268,0.633
18.843224,84.05015,100.1,18843,0.633
20.476233,84.23485,100.1,20476,0.633
18.965998,84.19287,100.1,18965,0.633
22.11818,84.0362,100.1,22118,0.633
31.47609,74.35667,100.1,31476,0.633
21.930885,88.366295,100.1,21930,0.633
30.909016,75.8516,100.1,30909,0.633
29.190645,73.2114,100.1,29190,0.633
25.09819,76.51699,100.1,25098,0.633
23.359316,84.817604,100.1,23359,0.633
20.587927,77.108086,100.1,20587,0.633
25.5,74.75,100.1,25500,0.633
23.85389,73.70872,100.1,23853,0.633
25.3476,72.62609,100.1,25347,0.633
28.1288,75.39926,100.1,28128,0.633
25.148096,87.723755,100.1,25148,0.633
26.4956,77.0275,100.1,26495,0.633
28.707005,72.59411,100.1,28707,0.633
24.930346,73.822495,100.1,24930,0.633
25.75,73.5,100.1,25750,0.633
27.129412,72.36497,100.1,27129,0.633
27.701115,74.464935,100.1,27701,0.633
29.320332,73.90267,100.1,29320,0.633
27.81219,88.52112,100.1,27812,0.633
27.26118,88.139305,100.1,27261,0.633
27.329046,88.61227,100.1,27329,0.633
27.418518,88.18083,100.1,27418,0.633
27.72,88.54,100.1,27720,0.633
27.68971,88.742584,100.1,27689,0.633
27.529966,88.402504,100.1,27529,0.633
27.171616,88.41269,100.1,27171,0.633
27.16402,88.476654,100.1,27164,0.633
27.20352,88.70087,100.1,27203,0.633
31.555183,94.65194,100.1,31555,0.633
27.193079,88.19921,100.1,27193,0.633
26.941189,90.00421,100.1,26941,0.633
27.3,88.418,100.1,27300,0.633
27.369244,88.21848,100.1,27369,0.633
27.131,88.283,100.1,27131,0.633
13.0836935,80.27019,100.1,13083,0.633
9.238862,79.33261,100.1,9238,0.633
8.805261,78.14527,100.1,8805,0.633
12.490898,78.56471,100.1,12490,0.633
12.794811,79.00064,100.1,12794,0.633
18.382109,77.87635,100.1,18382,0.633
17.545631,80.61162,100.1,17545,0.633
17.05044,79.26692,100.1,17050,0.633
18.75,79.5,100.1,18750,0.633
19.478235,79.572,100.1,19478,0.633
23.887938,91.864426,100.1,23887,0.633
23.85,92.0,100.1,23850,0.633
24.163631,92.280815,100.1,24163,0.633
23.067,91.81,100.1,23067,0.633
24.046738,91.62321,100.1,24046,0.633
23.002459,91.730705,100.1,23002,0.633
23.807577,92.158134,100.1,23807,0.633
23.215586,91.76715,100.1,23215,0.633
23.824541,91.63164,100.1,23824,0.633
9.67,76.91,100.1,9670,0.633
29.65,74.6,100.1,29650,0.633
29.938448,78.1453,100.1,29938,0.633
29.477367,78.785126,100.1,29477,0.633
29.211758,78.96173,100.1,29211,0.633
29.4,80.8,100.1,29400,0.633
31.51,79.09,100.1,31510,0.633
30.147987,78.775955,100.1,30147,0.633
28.666718,77.1989,100.1,28666,0.633
28.9942,77.00611,100.1,28994,0.633
29.6432,79.43,100.1,29643,0.633
29.074053,80.109604,100.1,29074,0.633
30.58544,79.12906,100.1,30585,0.633
26.519314,79.46989,100.1,26519,0.633
27.989279,81.59503,100.1,27989,0.633
26.666668,83.75,100.1,26666,0.633
26.77924,83.41368,100.1,26779,0.633
27.633333,77.583336,100.1,27633,0.633
25.216919,80.918755,100.1,25216,0.633
27.037756,88.263176,100.1,27037,0.633
24.77,87.91,100.1,24770,0.633
22.572645,88.36389,100.1,22572,0.633
23.329187,86.36724,100.1,23329,0.633
19.675945,78.53399,100.2,19675,0.633
23.122635,83.19819,100.2,23122,0.633
27.037756,88.263176,100.2,27037,0.633
25.18251,92.89841,100.2,25182,0.633
30.329561,76.41278,100.2,30329,0.633
25.5,78.0,100.2,25500,0.633
23.68713,86.974655,100.3,23687,0.633
31.056137,78.98035,100.3,31056,0.633
19.910496,83.16783,100.3,19910,0.633
27.264444,92.420654,100.3,27264,0.633
26.91,75.8,100.3,26910,0.633
32.718563,74.85809,100.3,32718,0.633
10.91571,79.83758,100.3,10915,0.633
12.86981,74.84301,100.3,12869,0.633
25.43813,81.8338,100.3,25438,0.633
22.17052,92.9439,100.3,22170,0.633
28.416668,79.38333,100.4,28416,0.633
29.28585,80.11196,100.4,29285,0.633
20.4686,85.8792,100.4,20468,0.633
24.848349,92.332214,100.4,24848,0.633
22.7,81.0,100.4,22700,0.633
26.166706,85.41663,100.4,26166,0.633
29.39053,79.46087,,29390,0.633
23.331104,75.03609,100.4,23331,0.633
24.75,79.75,100.5,24750,0.633
26.340624,89.48122,100.5,26340,0.633
30.325565,78.04368,100.5,30325,0.633
20.878922,74.70314,100.5,20878,0.633
68.56627,64.19347,100.5,68566,0.633
14.912281,76.05899,100.5,14912,0.633
10.273275,77.51161,100.5,10273,0.633
28.613895,77.20901,100.5,28613,0.633
23.37005,85.325035,100.5,23370,0.633
25.098265,94.36317,100.5,25098,0.633
21.493086,86.63273,100.6,21493,0.633
31.332376,75.57689,100.6,31332,0.633
12.305182,76.65536,100.6,12305,0.633
21.149813,79.082054,100.6,21149,0.633
15.507554,80.0608,100.6,15507,0.633
16.850254,74.59489,100.6,16850,0.633
25.33565,83.00763,100.6,25335,0.633
23.743525,92.73829,100.7,23743,0.633
28.5,74.5,100.7,28500,0.633
26.8381,80.9346,100.7,26838,0.633
33.767002,74.09571,100.7,33767,0.633
28.613895,77.20901,100.7,28613,0.633
22.5,83.5,100.7,22500,0.633
30.880836,77.321945,100.7,30880,0.633
29.703094,79.43317,100.8,29703,0.633
30.40321,74.03106,100.8,30403,0.633
26.180597,91.753944,100.8,26180,0.633
22.80152,86.20296,100.8,22801,0.633
25.856337,93.464966,100.9,25856,0.633
24.796436,85.00796,100.9,24796,0.633
30.858444,76.99796,100.9,30858,0.633
26.323875,94.52141,100.9,26323,0.633
11.664535,92.739044,100.9,11664,0.633
24.57872,73.68626,100.9,24578,0.633
25.53,90.59,100.9,25530,0.633
25.263487,88.789,101.0,25263,0.633
24.804066,87.81432,101.0,24804,0.633
18.71,81.23,101.0,18710,0.633
32.98066,75.65281,101.0,32980,0.633
23.47,93.32,,23470,0.633
27.98434,94.219055,101.0,27984,0.633
24.489832,86.69902,101.0,24489,0.633
18.358355,81.89824,101.0,18358,0.633
9.265533,76.787155,101.0,9265,0.633
8.188047,77.42905,101.0,8188,0.633
24.481037,75.26055,101.0,24481,0.633
18.521427,73.854454,101.0,18521,0.633
21.470642,83.98369,101.0,21470,0.633
24.926237,86.04706,101.0,24926,0.633
26.334105,81.98137,101.0,26334,0.633
17.140533,79.62251,101.0,17140,0.633
13.426172,75.25537,101.0,13426,0.633
26.519314,79.46989,101.0,26519,0.633
26.666668,83.75,101.0,26666,0.633
24.608425,85.22648,101.0,24608,0.633
27.294601,83.12723,101.0,27294,0.633
30.20679,74.94637,101.1,30206,0.633
25.44347,92.19732,101.1,25443,0.633
34.164204,77.584816,101.1,34164,0.633
19.172573,77.29141,101.1,19172,0.633
15.498995,73.82822,101.1,15498,0.633
21.17,72.82,101.1,21170,0.633
10.50817,76.29487,101.1,10508,0.633
25.624067,80.448044,101.2,25624,0.633
23.79528,86.43096,101.2,23795,0.633
26.915457,75.818985,101.2,26915,0.633
21.820375,76.355545,101.2,21820,0.633
14.217549,78.564125,101.2,14217,0.633
30.37445,78.43277,101.2,30374,0.633
23.42875,91.75365,101.2,23428,0.633
10.786027,79.13815,101.2,10786,0.633
26.0,94.5,101.2,26000,0.633
27.833332,78.166664,101.3,27833,0.633
21.813341,80.191666,101.3,21813,0.633
32.44167,76.53645,101.3,32441,0.633
23.550076,74.4463,101.3,23550,0.633
12.976793,77.59008,101.3,12976,0.633
20.4686,85.8792,101.3,20468,0.633
27.484459,94.90195,101.3,27484,0.633
23.4692,84.73569,101.3,23469,0.633
18.2187,76.12277,101.3,18218,0.633
16.508757,80.61851,101.3,16508,0.633
13.0836935,80.27019,101.4,13083,0.633
24.346884,93.69942,101.4,24346,0.633
10.154704,77.08993,101.4,10154,0.633
29.969376,76.84828,101.4,29969,0.633
20.011248,73.79024,101.4,20011,0.633
26.716413,88.43099,101.4,26716,0.633
34.09,74.033,101.4,34090,0.633
20.981485,77.79999,101.5,20981,0.633
29.808426,79.7817,101.5,29808,0.633
23.24957,87.86817,101.5,23249,0.633
11.876384,75.373795,101.5,11876,0.633
25.753544,93.173164,101.5,25753,0.633
15.714988,79.23882,101.5,15714,0.633
17.029179,73.37299,101.5,17029,0.633
26.02,76.36,101.5,26020,0.633
23.831238,91.28238,101.6,23831,0.633
28.015928,73.31714,101.6,28015,0.633
27.139841,95.73825,101.6,27139,0.633
26.180597,91.753944,101.6,26180,0.633
22.720362,75.8682,101.6,22720,0.633
26.8381,80.9346,101.6,26838,0.633
25.609324,85.12353,101.6,25609,0.633
21.23809,81.6337,101.6,21238,0.633
14.654623,77.55626,101.7,14654,0.633
19.877262,75.33903,101.7,19877,0.633
22.548351,85.818886,101.7,22548,0.633
19.813707,82.94679,101.7,19813,0.633
28.982653,77.7081,101.7,28982,0.633
25.51,90.2,101.7,25510,0.633
24.57872,73.68626,101.7,24578,0.633
20.174,79.977,101.8,20174,0.633
26.203724,78.157364,101.8,26203,0.633
31.749134,76.503685,101.8,31749,0.633
26.92176,70.91911,101.8,26921,0.633
22.572645,88.36389,101.8,22572,0.633
11.471119,76.69066,101.8,11471,0.633
16.826992,75.71754,101.8,16826,0.633
26.166668,94.25,101.8,26166,0.633
20.750225,83.24995,101.9,20750,0.633
26.79907,82.20523,101.9,26799,0.633
17.360588,78.47406,101.9,17360,0.633
27.707172,76.199646,101.9,27707,0.633
22.9,92.775,101.9,22900,0.633
33.37725,74.31323,101.9,33377,0.633
8.560888,76.98095,101.9,8560,0.633
25.277733,91.72924,102.0,25277,0.633
25.173702,75.85742,102.0,25173,0.633
26.72,95.028,102.0,26720,0.633
19.26,76.78,102.0,19260,0.633
25.899014,81.93754,102.0,25899,0.633
22.215746,86.232544,102.0,22215,0.633
23.300234,81.36477,102.0,23300,0.633
26.587654,85.50568,102.0,26587,0.633
21.29973,86.73684,102.0,21299,0.633
17.723127,83.301285,102.0,17723,0.633
23.967516,85.43884,102.1,23967,0.633
20.995394,75.55904,102.1,20995,0.633
26.296772,73.03514,102.1,26296,0.633
30.456902,78.07829,102.1,30456,0.633
25.75,94.5,102.1,25750,0.633
16.083332,77.166664,102.1,16083,0.633
10.804973,78.68703,102.1,10804,0.633
22.047712,78.99302,102.2,22047,0.633
22.7785,73.62452,102.2,22778,0.633
13.007082,76.09927,102.2,13007,0.633
20.785402,85.723885,102.2,20785,0.633
26.460913,80.32176,102.2,26460,0.633
32.42882,75.56287,102.2,32428,0.633
27.633333,77.583336,102.2,27633,0.633
25.954628,83.647354,102.2,25954,0.633
24.174599,88.27213,102.2,24174,0.633
16.508757,80.61851,102.2,16508,0.633
25.745304,71.39982,102.3,25745,0.633
13.0836935,80.27019,102.3,13083,0.633
20.420006,72.86376,102.3,20420,0.633
24.5,77.5,102.3,24500,0.633
29.15,75.72,102.3,29150,0.633
14.812093,74.13192,102.3,14812,0.633
18.434813,79.132805,102.3,18434,0.633
9.94,76.26,102.3,9940,0.633
26.881826,88.278366,102.3,26881,0.633
27.904203,80.79724,102.3,27904,0.633
24.817862,92.75622,102.3,24817,0.633
34.4,73.77,102.3,34400,0.633
19.877262,75.33903,102.4,19877,0.633
20.716906,77.10462,102.4,20716,0.633
30.075148,79.26651,102.4,30075,0.633
30.40878,79.31855,102.4,30408,0.633
22.80152,86.20296,102.4,22801,0.633
15.830925,78.042534,102.4,15830,0.633
29.58587,80.215164,102.4,29585,0.633
22.305326,70.80284,102.4,22305,0.633
24.75,81.5,102.4,24750,0.633
26.616957,92.76501,102.4,26616,0.633
12.096805,78.19305,102.5,12096,0.633
26.819782,79.0604,102.5,26819,0.633
26.99101,95.5061,102.5,26991,0.633
32.00186,77.379,102.5,32001,0.633
23.8,92.01,102.5,23800,0.633
25.609324,85.12353,102.5,25609,0.633
23.188513,75.77166,102.5,23188,0.633
14.2266445,76.40051,102.6,14226,0.633
26.178362,90.622665,102.6,26178,0.633
31.490223,74.63799,102.6,31490,0.633
28.613895,77.20901,102.6,28613,0.633
22.254,84.85775,102.6,22253,0.633
23.75,78.75,102.6,23750,0.633
34.074745,74.82044,102.6,34074,0.633
24.985859,93.504,,24985,0.633
8.808234,77.811485,102.6,8808,0.633
31.332376,75.57689,102.7,31332,0.633
16.70284,74.24053,102.7,16702,0.633
10.481882,76.09336,102.7,10481,0.633
26.30415,92.71606,102.7,26304,0.633
14.449371,79.98737,102.7,14449,0.633
24.937717,84.43263,102.7,24937,0.633
18.320023,83.91608,102.7,18320,0.633
20.15,78.35,102.7,20150,0.633
26.485157,89.5247,102.7,26485,0.633
17.360588,78.47406,102.8,17360,0.633
24.226465,92.677345,,24226,0.633
18.973354,72.8281,102.8,18973,0.633
10.915648,79.806946,102.8,10915,0.633
26.21,81.25,102.8,26210,0.633
21.31,83.03,102.8,21310,0.633
21.930628,86.73231,102.9,21930,0.633
18.990406,75.75423,102.9,18990,0.633
12.976793,77.59008,102.9,12976,0.633
24.883717,74.62441,102.9,24883,0.633
23.160894,79.94977,102.9,23160,0.633
27.096888,84.458534,102.9,27096,0.633
24.89009,83.732544,102.9,24890,0.633
29.703094,79.43317,103.0,29703,0.633
20.0,80.0,103.0,20000,0.633
11.001811,76.962845,103.0,11001,0.633
24.039719,84.06581,103.0,24039,0.633
15.45405,75.00665,103.0,15454,0.633
27.329046,88.61227,103.0,27329,0.633
25.344027,78.436775,103.0,25344,0.633
25.661875,94.10191,103.0,25661,0.633
26.239332,94.81469,103.0,26239,0.633
22.572645,88.36389,103.0,22572,0.633
27.5,76.5,103.1,27500,0.633
26.16422,81.882744,103.1,26164,0.633
21.899818,77.89591,103.1,21899,0.633
30.733442,76.77972,103.1,30733,0.633
27.097965,93.623726,103.1,27097,0.633
16.47611,79.43642,103.1,16476,0.633
12.42149,75.738754,103.1,12421,0.633
33.09082,75.32639,103.1,33090,0.633
25.43813,81.8338,103.1,25438,0.633
17.646833,73.97025,103.1,17646,0.633
12.9373255,77.70103,103.1,12937,0.633
28.868053,79.298386,103.2,28868,0.633
24.59317,76.16645,103.2,24593,0.633
24.31943,91.99843,103.2,24319,0.633
28.032793,81.37828,103.2,28032,0.633
26.055319,82.99314,103.2,26055,0.633
13.631637,79.42317,103.2,13631,0.633
26.4691,74.639,103.3,26469,0.633
15.248541,76.83237,103.3,15248,0.633
26.181784,89.968765,103.3,26181,0.633
9.926115,78.1141,103.3,9926,0.633
23.37005,85.325035,103.3,23370,0.633
27.175255,78.00982,103.4,27175,0.633
28.297264,82.75274,103.4,28297,0.633
26.757793,94.20796,103.4,26757,0.633
19.807608,85.82526,103.4,19807,0.633
24.9001,84.01821,103.4,24900,0.633
17.669973,75.90081,103.4,17669,0.633
9.498,76.33348,103.5,9498,0.633
20.16739,79.230194,103.5,20167,0.633
23.258486,77.40199,103.5,23258,0.633
24.799116,93.93644,103.5,24799,0.633
26.881826,88.278366,103.5,26881,0.633
24.592434,72.70819,103.5,24592,0.633
28.90109,76.58019,103.5,28901,0.633
24.817862,92.75622,103.5,24817,0.633
34.074745,74.82044,103.5,34074,0.633
17.982065,79.59709,103.5,17982,0.633
15.165146,78.507324,103.6,15165,0.633
14.46,78.82,103.6,14460,0.633
25.167704,86.05936,103.6,25167,0.633
22.1686,71.6685,103.6,22168,0.633
22.835878,74.255684,103.6,22835,0.633
22.217081,69.64109,103.6,22217,0.633
20.5,73.083336,103.6,20500,0.633
24.743343,87.292854,103.6,24743,0.633
11.245056,75.775475,103.6,11245,0.633
23.457895,75.41911,103.6,23457,0.633
24.5,80.25,103.6,24500,0.633
25.239416,86.150276,103.6,25239,0.633
21.366,74.284004,103.6,21365,0.633
19.864208,74.77501,103.6,19864,0.633
16.112188,73.679855,103.6,16112,0.633
20.090717,77.18085,103.6,20090,0.633
25.576044,91.88253,103.6,25576,0.633
18.898918,82.559074,103.6,18898,0.633
20.5,86.41,103.6,20500,0.633
19.421247,84.27605,103.6,19421,0.633
31.634308,74.87368,103.6,31634,0.633
25.441614,75.63758,103.6,25441,0.633
29.576025,74.33422,103.6,29576,0.633
30.729105,78.440346,101.0,30729,0.633
24.499678,78.50959,103.6,24499,0.633
10.007814,77.47313,103.7,10007,0.633
34.256565,75.41709,103.7,34256,0.633
23.249788,91.45503,103.7,23249,0.633
23.247244,69.66834,103.7,23247,0.633
28.17,76.088,103.7,28170,0.633
17.166668,77.083336,103.7,17166,0.633
31.577785,78.22861,103.7,31577,0.633
26.460913,80.32176,103.7,26460,0.633
12.5,74.98,103.7,12500,0.633
17.246534,80.15003,103.7,17246,0.633
25.133173,86.52504,103.7,25133,0.633
23.405848,88.495895,103.7,23405,0.633
25.005745,88.13985,103.7,25005,0.633
27.200085,73.73775,103.7,27200,0.633
25.77736,87.47312,103.7,25777,0.633
31.104153,77.170975,103.7,31104,0.633
19.766811,74.47544,103.7,19766,0.633
33.0,75.166664,103.7,33000,0.633
11.826631,78.24706,103.7,11826,0.633
17.723127,83.301285,104.0,17723,0.633
13.6268835,79.38665,104.0,13626,0.633
12.976793,77.59008,104.0,12976,0.633
22.572645,88.36389,104.0,22572,0.633
18.973354,72.8281,104.0,18973,0.633
26.8381,80.9346,104.0,26838,0.633
28.613895,77.20901,104.0,28613,0.633
17.360588,78.47406,104.0,17360,0.633
23.021624,72.579704,104.0,23021,0.633
26.915457,75.818985,104.0,26915,0.633
18.521427,73.854454,104.0,18521,0.633
19.043621,74.742676,104.0,19043,0.633
16.850254,74.59489,104.0,16850,0.633
20.011248,73.79024,,20011,0.633
20.4686,85.8792,104.0,20468,0.633
22.254,84.85775,104.0,22253,0.633
9.967427,76.245445,104.0,9967,0.633
10.915648,79.806946,104.0,10915,0.633
33.980927,74.78351,104.5,33980,0.633
27.833332,78.166664,104.6,27833,0.633
9.498,76.33348,104.8,9498,0.633
11.245056,75.775475,104.8,11245,0.633
10.50817,76.29487,104.8,10508,0.633
17.982065,79.59709,104.8,17982,0.633
22.572645,88.36389,104.8,22572,0.633
18.973354,72.8281,104.8,18973,0.633
28.613895,77.20901,104.8,28613,0.633
26.4691,74.639,104.8,26469,0.633
26.460913,80.32176,104.8,26460,0.633
23.37005,85.325035,104.8,23370,0.633
22.80152,86.20296,104.8,22801,0.633
31.634308,74.87368,104.8,31634,0.633
25.344027,78.436775,104.8,25344,0.633
12.305182,76.65536,104.8,12305,0.633
30.329561,76.41278,104.8,30329,0.633
17.669973,75.90081,104.8,17669,0.633
