,Latitude in degrees,Longitude in degrees,Frequency(MHz),EIRP,HDI,popdens
263,-24.4202777777778,145.465277777778,100.7,164.0,0.951,
264,-24.4313888888889,145.496111111111,107.9,82.0,0.951,
265,-33.8619444444444,150.850555555556,99.9,328.0,0.951,
266,-23.5736111111111,149.0325,90.3,1640.0,0.951,
267,-23.5741666666667,149.032777777778,94.3,1476.0,0.951,
268,-23.5741666666667,149.032777777778,97.5,1640.0,0.951,
269,-23.7244444444444,148.803888888889,103.7,27.88,0.951,
270,-23.7855555555556,148.862222222222,105.3,410.0,0.951,
271,-23.7855555555556,148.862222222222,106.9,410.0,0.951,
272,-23.7122222222222,148.803888888889,98.7,164.0,0.951,
273,-23.7122222222222,148.803888888889,100.3,164.0,0.951,
274,-23.7122222222222,148.803888888889,102.7,164.0,0.951,
275,-22.6919444444444,147.538611111111,88.1,328.0,0.951,
276,-22.6911111111111,147.520555555556,97.5,82.0,0.951,
277,-33.5205555555556,149.251388888889,89.3,1640.0,0.951,
278,-32.7897222222222,116.475277777778,94.9,82.0,0.951,
279,-32.9658333333333,116.449722222222,95.3,16.4,0.951,
280,-32.7525,116.344166666667,95.9,82.0,0.951,
281,-32.7525,116.344166666667,96.7,82.0,0.951,
282,-32.7525,116.344166666667,98.3,82.0,0.951,
283,-28.6047222222222,150.361944444444,107.9,164.0,0.951,
284,-28.0325,147.481111111111,96.3,49.2,0.951,
285,-28.0325,147.481111111111,99.5,49.2,0.951,
286,-36.8511111111111,149.216388888889,91.7,1640.0,0.951,
287,-36.8511111111111,149.216388888889,92.5,1640.0,0.951,
288,-36.8511111111111,149.216388888889,94.1,3280.0,0.951,
289,-36.9030555555556,149.23,103.7,164.0,0.951,
290,-36.8511111111111,149.216388888889,104.5,492.0,0.951,
291,-28.7611111111111,152.637777777778,91.3,82.0,0.951,
292,-28.7611111111111,152.637777777778,92.1,82.0,0.951,
293,-27.9677777777778,152.663055555556,100.1,1640.0,0.951,
294,-36.325,140.779722222222,106.1,2624.0,0.951,
295,-16.0536111111111,136.306388888889,102.9,82.0,0.951,
296,-16.0536111111111,136.306388888889,106.1,82.0,0.951,
297,-16.0536111111111,136.306388888889,107.7,82.0,0.951,
298,-25.2169444444444,148.801388888889,91.7,164.0,0.951,
299,-25.2169444444444,148.801388888889,94.9,164.0,0.951,
300,-22.9127777777778,139.904722222222,101.3,49.2,0.951,
301,-22.9127777777778,139.904722222222,104.5,49.2,0.951,
302,-22.9069444444444,139.910833333333,106.1,82.0,0.951,
303,-22.9069444444444,139.910833333333,107.7,82.0,0.951,
304,-30.0858333333333,145.948611111111,94.5,16.4,0.951,
305,-30.0891666666667,145.938333333333,96.1,16.4,0.951,
306,-30.0827777777778,145.946111111111,99.3,49.2,0.951,
307,-30.1988888888889,146.24,101.1,32800.0,0.951,
308,-30.1988888888889,146.24,102.5,4920.0,0.951,
309,-30.1983333333333,146.239722222222,104.9,4920.0,0.951,
310,-30.1988888888889,146.24,106.5,16400.0,0.951,
311,-30.1983333333333,146.239722222222,107.3,1640.0,0.951,
312,-19.9947222222222,148.105277777778,98.3,3280.0,0.951,
313,-19.9947222222222,148.105277777778,107.9,3280.0,0.951,
314,-20.0063888888889,148.238611111111,92.7,164.0,0.951,
315,-20.0047222222222,148.235833333333,93.5,164.0,0.951,
316,-20.0063888888889,148.238611111111,95.1,164.0,0.951,
317,-20.0063888888889,148.238611111111,96.7,164.0,0.951,
318,-34.4644444444444,150.428333333333,102.9,3280.0,0.951,
319,-34.4644444444444,150.428333333333,107.1,524.8,0.951,
320,-35.4552777777778,149.771388888889,88.9,3280.0,0.951,
321,-35.4552777777778,149.771388888889,100.3,328.0,0.951,
322,-34.4413888888889,119.372222222222,103.5,32.8,0.951,
323,-34.4413888888889,119.372222222222,105.1,41.0,0.951,
324,-29.9633333333333,146.865277777778,89.7,164.0,0.951,
325,-29.9622222222222,146.856388888889,96.1,16.4,0.951,
326,-33.9369444444444,116.1575,97.3,65.6,0.951,
327,-34.055,116.176944444444,100.5,8200.0,0.951,
328,-36.7158333333333,146.972777777778,88.1,82.0,0.951,
329,-36.7158333333333,146.972777777778,88.9,82.0,0.951,
330,-36.7158333333333,146.972777777778,89.7,82.0,0.951,
331,-36.7161111111111,146.973333333333,92.1,82.0,0.951,
332,-36.7158333333333,146.972777777778,92.9,82.0,0.951,
333,-27.4644444444444,152.9475,93.3,157440.0,0.951,
334,-27.4630555555556,152.947222222222,96.5,19680.0,0.951,
335,-27.4630555555556,152.948055555556,97.3,19680.0,0.951,
336,-27.4644444444444,152.9475,97.3,19680.0,0.951,
337,-27.4630555555556,152.947222222222,98.1,19680.0,0.951,
338,-27.4630555555556,152.947222222222,98.9,19680.0,0.951,
339,-27.4630555555556,152.947222222222,102.1,19680.0,0.951,
340,-27.4630555555556,152.947222222222,103.7,19680.0,0.951,
341,-27.4663888888889,152.943333333333,104.5,19680.0,0.951,
342,-27.4630555555556,152.948055555556,104.5,19680.0,0.951,
343,-27.4630555555556,152.948055555556,105.3,19680.0,0.951,
344,-27.4663888888889,152.943333333333,105.3,19680.0,0.951,
345,-27.4663888888889,152.943333333333,105.3,19680.0,0.951,
346,-27.4630555555556,152.948055555556,105.3,19680.0,0.951,
347,-27.4644444444444,152.9475,106.1,157440.0,0.951,
348,-27.4644444444444,152.9475,106.9,19680.0,0.951,
349,-27.4644444444444,152.9475,107.7,157440.0,0.951,
350,-22.4066666666667,117.346111111111,101.3,328.0,0.951,
351,-22.4066666666667,117.346111111111,102.9,328.0,0.951,
352,-22.4066666666667,117.346111111111,104.5,328.0,0.951,
353,-22.4066666666667,117.346111111111,106.1,328.0,0.951,
354,-22.4066666666667,117.346111111111,107.7,328.0,0.951,
