,Latitude in degrees,Longitude in degrees,Frequency(MHz),EIRP
0,34.120555555555555,2.013333333333333,87.6,70000
1,36.408055555555556,6.725833333333334,87.6,70000
2,31.020833333333336,-1.0297222222222218,87.6,1000
3,35.17555555555556,6.001944444444446,87.6,400
4,27.875833333333333,1.1763888888888887,87.6,200
5,34.22527777777778,7.3100000000000005,87.6,100
6,35.95444444444444,1.1122222222222222,87.7,70000
7,29.861388888888886,-0.1683333333333329,87.7,200
8,32.025277777777774,-0.5397222222222222,87.7,200
9,29.25027777777777,0.6124999999999996,87.7,200
10,27.017500000000005,1.013611111111111,87.7,200
11,36.60833333333334,3.493611111111111,87.7,100
12,31.766666666666666,6.073611111111111,87.7,0
13,33.581388888888895,1.3816666666666666,87.8,70000
14,29.25,0.2333333333333334,87.8,20000
15,36.765,5.081944444444443,87.8,12000
16,21.324166666666667,0.9563888888888888,87.8,100
17,35.32861111111111,8.008333333333333,87.9,10000
18,34.06666666666667,2.066666666666667,87.9,0
19,34.55833333333332,3.385833333333334,88.0,10000
20,34.45000000000001,2.5166666666666666,88.0,1500
21,35.35,3.3666666666666667,88.0,1500
22,36.733333333333334,4.049722222222223,88.0,1500
23,36.86083333333333,4.305,88.0,300
24,27.23,1.4844444444444442,88.0,200
25,36.31666666666667,7.633333333333333,88.0,100
26,35.07916666666666,-0.5141666666666678,88.0,100
27,36.33333333333334,4.433333333333334,88.0,100
28,35.2111111111111,1.0333333333333334,88.0,0
29,35.25611111111112,5.6369444444444445,88.1,100000
30,36.68055555555556,5.956111111111109,88.1,300
31,30.433333333333334,-0.6222222222222231,88.1,100
32,36.69555555555556,3.852499999999999,88.1,100
33,34.833333333333336,0.09555555555555555,88.2,2500
34,19.561111111111106,5.768333333333334,88.2,250
35,27.662222222222223,-6.469444444444448,88.3,60000
36,36.677499999999995,8.318333333333332,88.3,2500
37,35.86611111111111,7.8355555555555565,88.3,700
38,36.64805555555556,5.405833333333331,88.3,300
39,31.553611111111113,-1.2736111111111112,88.3,200
40,36.42833333333332,2.8791666666666673,88.4,70000
41,34.79472222222222,0.3622222222222222,88.4,70000
42,36.58,3.4533333333333336,88.4,100
43,32.04138888888889,0.4325000000000001,88.5,3000
44,34.85305555555555,6.321666666666665,88.5,500
45,35.397777777777776,7.216666666666667,88.6,5000
