,Latitude in degrees,Longitude in degrees,Frequency(MHz),EIRP,HDI,popdens
0,-28.6088888888889,16.4969444444444,102.2,82.0,0.713,48.95948
1,-28.6088888888889,16.4969444444444,89.1,16400.0,0.713,
2,-28.6088888888889,16.4969444444444,92.2,82.0,0.713,
3,-28.6088888888889,16.4969444444444,95.4,82.0,0.713,
4,-28.6088888888889,16.4969444444444,98.7,82.0,0.713,
5,-28.6088888888889,16.4969444444444,105.8,82.0,0.713,
6,-26.0666666666667,28.0833333333333,89.1,16.4,0.713,
7,-32.6666666666667,26.8333333333333,94.5,82000.0,0.713,
8,-32.6666666666667,26.8333333333333,91.3,82000.0,0.713,
9,-32.6666666666667,26.8333333333333,88.2,82000.0,0.713,
10,-30.7847222222222,26.5666666666667,101.7,16400.0,0.713,
11,-30.7847222222222,26.5666666666667,107.2,820.0,0.713,
12,-30.7847222222222,26.5666666666667,98.2,1640.0,0.713,
13,-30.7847222222222,26.5666666666667,88.6,16400.0,0.713,
14,-30.7847222222222,26.5666666666667,94.9,16400.0,0.713,
15,-30.7847222222222,26.5666666666667,105.3,16400.0,0.713,
16,-30.7847222222222,26.5666666666667,91.7,16400.0,0.713,
17,-33.7769444444444,24.7091666666667,103.2,16.4,0.713,
18,-33.7769444444444,24.7091666666667,90.1,16.4,0.713,
19,-33.7769444444444,24.7091666666667,99.7,16.4,0.713,
20,-33.7769444444444,24.7091666666667,96.4,16.4,0.713,
21,-33.7769444444444,24.7091666666667,106.8,16.4,0.713,
22,-33.7769444444444,24.7091666666667,93.2,16.4,0.713,
23,-33.5688888888889,18.49,107.9,164.0,0.713,
24,-28.55,20.4,87.8,16400.0,0.713,
25,-28.55,20.4,90.9,16400.0,0.713,
26,-28.55,20.4,97.4,16400.0,0.713,
27,-28.55,20.4,94.1,16400.0,0.713,
28,-26.55,20.4,100.9,16400.0,0.713,
29,-28.55,20.4,104.5,16400.0,0.713,
30,-26.6658333333333,28.7186111111111,107.6,16400.0,0.713,
31,-26.6658333333333,28.7186111111111,92.9,1640.0,0.713,
32,-30.8583333333333,27.4333333333333,94.1,820.0,0.713,
33,-30.8583333333333,27.4333333333333,87.8,820.0,0.713,
34,-30.8583333333333,27.4333333333333,97.4,820.0,0.713,
35,-30.8583333333333,27.4333333333333,100.9,820.0,0.713,
36,-30.8583333333333,27.4333333333333,104.5,820.0,0.713,
37,-30.8583333333333,27.4333333333333,90.9,820.0,0.713,
38,-32.2580555555556,22.5069444444444,97.2,82000.0,0.713,
39,-32.2580555555556,22.5069444444444,87.6,1640.0,0.713,
40,-32.2580555555556,22.5069444444444,100.7,16400.0,0.713,
41,-32.2580555555556,22.5069444444444,107.5,820.0,0.713,
42,-32.2580555555556,22.5069444444444,93.9,16400.0,0.713,
43,-32.2580555555556,22.5069444444444,104.3,16400.0,0.713,
44,-32.2580555555556,22.5069444444444,90.7,16400.0,0.713,
45,-32.6325,26.0491666666667,97.3,8200.0,0.713,
46,-32.6325,26.0491666666667,87.7,8200.0,0.713,
47,-32.6325,26.0491666666667,100.8,8200.0,0.713,
48,-32.6325,26.0491666666667,94.0,8200.0,0.713,
49,-32.6325,26.0491666666667,104.4,8200.0,0.713,
50,-32.6325,26.0491666666667,90.8,8200.0,0.713,
