,Long,Lat
0,81.0,73.49627530761094
1,52.3469387755102,72.0176251134728
2,101.93877551020408,72.0176251134728
3,112.95918367346938,72.0176251134728
4,114.79591836734694,72.0176251134728
5,53.1,71.6475002354226
6,114.3,71.6475002354226
7,128.70000000000002,71.6475002354226
8,52.05882352941176,71.27718213797779
9,133.23529411764707,71.27718213797779
10,78.75,70.90666664467562
11,130.67307692307693,70.90666664467562
12,134.1346153846154,70.90666664467562
13,82.35849056603773,70.53594955964849
14,84.05660377358491,70.53594955964849
15,124.81132075471697,70.53594955964849
16,133.30188679245282,70.53594955964849
17,72.5,70.16502666715499
18,82.50000000000001,70.16502666715499
19,84.16666666666667,70.16502666715499
20,89.16666666666666,70.16502666715499
21,114.16666666666667,70.16502666715499
22,125.83333333333333,70.16502666715499
23,135.83333333333331,70.16502666715499
24,145.83333333333331,70.16502666715499
25,170.83333333333334,70.16502666715499
26,30.272727272727273,69.79389373110558
27,31.909090909090907,69.79389373110558
28,61.36363636363637,69.79389373110558
29,87.54545454545455,69.79389373110558
30,89.18181818181817,69.79389373110558
31,141.54545454545453,69.79389373110558
32,171.0,69.79389373110558
33,175.9090909090909,69.79389373110558
34,177.54545454545453,69.79389373110558
35,29.732142857142858,69.4225464945822
36,31.339285714285715,69.4225464945822
37,32.94642857142857,69.4225464945822
38,34.55357142857143,69.4225464945822
39,65.08928571428571,69.4225464945822
40,85.98214285714285,69.4225464945822
41,87.58928571428571,69.4225464945822
42,140.62499999999997,69.4225464945822
43,175.98214285714286,69.4225464945822
44,30.789473684210524,69.0509806793522
45,32.368421052631575,69.0509806793522
46,33.94736842105263,69.0509806793522
47,35.526315789473685,69.0509806793522
48,49.73684210526316,69.0509806793522
49,65.52631578947368,69.0509806793522
50,76.57894736842104,69.0509806793522
51,87.63157894736842,69.0509806793522
52,161.8421052631579,69.0509806793522
53,171.3157894736842,69.0509806793522
54,33.36206896551724,68.67919198537575
55,36.46551724137931,68.67919198537575
56,48.879310344827594,68.67919198537575
57,61.29310344827586,68.67919198537575
58,64.39655172413794,68.67919198537575
59,73.70689655172414,68.67919198537575
60,87.67241379310344,68.67919198537575
61,112.5,68.67919198537575
62,146.63793103448276,68.67919198537575
63,162.1551724137931,68.67919198537575
64,169.91379310344828,68.67919198537575
65,-179.22413793103448,68.67919198537575
66,28.220338983050848,68.30717609030755
67,32.79661016949152,68.30717609030755
68,34.32203389830508,68.30717609030755
69,35.84745762711865,68.30717609030755
70,38.89830508474576,68.30717609030755
71,43.474576271186436,68.30717609030755
72,52.6271186440678,68.30717609030755
73,69.40677966101696,68.30717609030755
74,73.98305084745763,68.30717609030755
75,75.50847457627118,68.30717609030755
76,77.03389830508475,68.30717609030755
77,87.71186440677967,68.30717609030755
78,112.11864406779662,68.30717609030755
79,145.67796610169492,68.30717609030755
80,154.83050847457628,68.30717609030755
81,167.03389830508476,68.30717609030755
82,30.749999999999996,67.93492864899142
83,33.75,67.93492864899142
84,35.25,67.93492864899142
85,39.75,67.93492864899142
86,44.25,67.93492864899142
87,48.74999999999999,67.93492864899142
88,51.75,67.93492864899142
89,53.25,67.93492864899142
90,65.25,67.93492864899142
91,68.25,67.93492864899142
92,72.74999999999999,67.93492864899142
93,75.75,67.93492864899142
94,87.75,67.93492864899142
95,134.25,67.93492864899142
96,135.75,67.93492864899142
97,146.25,67.93492864899142
98,155.25,67.93492864899142
99,165.75,67.93492864899142
100,167.25,67.93492864899142
101,-176.25,67.93492864899142
102,30.245901639344257,67.5624452929487
103,31.721311475409834,67.5624452929487
104,33.19672131147541,67.5624452929487
105,49.42622950819672,67.5624452929487
106,52.37704918032787,67.5624452929487
107,58.27868852459017,67.5624452929487
108,64.18032786885244,67.5624452929487
109,67.1311475409836,67.5624452929487
110,68.60655737704919,67.5624452929487
111,73.03278688524591,67.5624452929487
112,78.9344262295082,67.5624452929487
113,86.31147540983606,67.5624452929487
114,133.52459016393445,67.5624452929487
115,135.0,67.5624452929487
116,136.47540983606555,67.5624452929487
117,152.70491803278685,67.5624452929487
118,154.1803278688525,67.5624452929487
119,-179.2622950819672,67.5624452929487
120,-174.8360655737705,67.5624452929487
121,29.758064516129032,67.18972162985978
122,32.66129032258064,67.18972162985978
123,44.2741935483871,67.18972162985978
124,45.725806451612904,67.18972162985978
125,51.53225806451613,67.18972162985978
126,63.14516129032258,67.18972162985978
127,70.40322580645162,67.18972162985978
128,77.66129032258065,67.18972162985978
129,79.11290322580645,67.18972162985978
130,86.37096774193547,67.18972162985978
131,87.8225806451613,67.18972162985978
132,153.14516129032256,67.18972162985978
133,167.66129032258064,67.18972162985978
134,-179.2741935483871,67.18972162985978
135,-174.91935483870967,67.18972162985978
136,-173.46774193548387,67.18972162985978
137,30.714285714285715,66.81675324303833
138,32.142857142857146,66.81675324303833
139,35.0,66.81675324303833
140,46.42857142857143,66.81675324303833
141,47.857142857142854,66.81675324303833
142,52.14285714285714,66.81675324303833
143,59.28571428571429,66.81675324303833
144,65.0,66.81675324303833
145,66.42857142857143,66.81675324303833
146,67.85714285714286,66.81675324303833
147,69.28571428571428,66.81675324303833
148,70.71428571428571,66.81675324303833
149,77.85714285714285,66.81675324303833
150,87.85714285714286,66.81675324303833
151,112.14285714285714,66.81675324303833
152,123.57142857142858,66.81675324303833
153,167.85714285714286,66.81675324303833
154,31.640625,66.44353569089877
155,33.046875,66.44353569089877
156,34.453125,66.44353569089877
157,44.296875,66.44353569089877
158,45.703125,66.44353569089877
159,47.109375,66.44353569089877
160,48.515625,66.44353569089877
161,52.734375,66.44353569089877
162,59.765625,66.44353569089877
163,61.17187499999999,66.44353569089877
164,65.390625,66.44353569089877
165,66.796875,66.44353569089877
166,68.203125,66.44353569089877
167,69.609375,66.44353569089877
168,71.015625,66.44353569089877
169,72.421875,66.44353569089877
