,Lon,Lat
0,-103.7109375,29.313198964168343
1,-80.15625,36.05358859962301
2,-90.70312500000006,38.3009224658677
3,-70.28925619834706,44.59799149300626
4,-90.35156250000006,38.68218745348943
5,-73.26446280991735,44.59799149300626
6,-74.64285714285717,42.60980697763761
7,-94.19491525423729,45.78396716177502
8,-73.828125,40.62018519067267
9,-85.78125,38.3009224658677
10,-92.109375,34.59057497617661
11,-91.0546875,33.51005606625301
12,-72.7734375,41.81031489577859
13,-91.81451612903226,43.406858485936986
14,-90.0,35.31877290301153
15,-75.23437500000006,40.62018519067267
16,-80.15625,34.59057497617661
17,-80.85937500000006,24.953020787727496
18,-79.52586206896547,46.57184741344958
19,-78.75000000000006,41.411188638099254
20,-84.51219512195121,43.80448796297494
21,-107.92968750000006,37.921650784291785
22,-121.28906250000003,38.68218745348943
23,-124.02439024390242,43.80448796297494
24,-95.2734375,32.0899512562803
25,-99.84375,28.971532223711293
26,-105.1171875,38.68218745348943
27,-116.71875,33.8687046016565
28,-85.35714285714289,42.60980697763761
29,-106.5234375,34.95386525718846
30,-95.625,37.54432510382694
31,-78.3984375,40.228184728061095
32,-94.21875000000006,31.738394244764443
33,-100.8984375,35.68533471265204
34,-161.25,58.91977535280315
35,-120.23437500000003,34.59057497617661
36,-118.82812499999997,33.8687046016565
37,-90.0,29.65601354117841
38,-123.48000000000002,43.008633994236924
39,-76.640625,37.54432510382694
40,-85.4296875,40.228184728061095
41,-93.375,44.993880150457116
42,-94.921875,33.152887928619876
43,-87.1875,33.152887928619876
44,-86.1328125,34.228866327812575
45,-98.08593750000006,30.69158768492234
46,-92.8125,32.44286613851178
47,-79.10156250000006,39.45089470914606
48,-93.55263157894734,47.35757623319898
49,-72.5,42.60980697763761
50,-115.66406250000006,41.01449966573052
51,-156.44531250000003,20.742379954487134
52,-71.36718750000006,41.81031489577859
53,-92.8125,33.152887928619876
54,-82.96875000000006,39.065494664452594
55,-88.59375000000006,30.345182969588258
56,-90.0,32.44286613851178
57,-108.92857142857147,42.60980697763761
58,-99.140625,30.345182969588258
59,-120.39473684210529,47.35757623319898
60,-78.75000000000006,36.79533013738011
61,-74.88281250000006,39.45089470914606
62,-149.81012658227849,60.8122696032311
63,-95.9765625,34.95386525718846
64,-94.38053097345136,47.749650829136584
65,-149.4230769230769,61.18977627871704
66,-90.35156250000006,32.0899512562803
67,-84.375,33.8687046016565
68,-122.69531249999997,41.01449966573052
69,-78.75000000000006,38.3009224658677
70,-89.296875,34.59057497617661
71,-94.5,48.922795160247304
72,-123.75,40.62018519067267
73,-122.34375,37.54432510382694
74,-157.8515625,21.381942579838878
75,-156.83823529411762,64.94808409550687
76,-70.38461538461536,46.1781796469964
77,-86.1328125,41.81031489577859
78,-76.640625,36.79533013738011
79,-115.97560975609758,43.80448796297494
80,-89.296875,39.065494664452594
81,-99.4921875,32.0899512562803
82,-85.078125,35.31877290301153
83,-88.2421875,32.79716829582364
84,-86.48437500000006,33.152887928619876
85,-81.9140625,38.68218745348943
86,-97.03125,32.44286613851178
