,Lat,Lon
69,52.1594747,4.4908843
70,51.6912396,5.1805212
71,51.8714812,4.5999778
72,52.0907006,5.1215634
73,52.3841425,6.136018
74,51.4944756,4.2871541
75,51.9573504,5.2253042
76,50.7782686,5.7075337
77,52.2658726,6.7924049
78,51.7895581,6.0074359
79,53.279782,6.1144629
80,52.0443437,4.641596120380745
81,51.2302243,3.823928
82,53.143001,7.0380717
83,52.2658344,4.766170039669312
84,52.0056642,5.8762345077641305
85,51.6486483,5.9450972
86,51.7480583,4.10147
87,52.6213395,4.6280413
88,52.5831257,6.286441
89,51.4743021,5.5490439
90,52.3372909,5.795636429005031
91,53.1464087,6.5665071
92,52.0446265,4.3188215
93,51.5725501,8.1061259
94,35.6689767,-101.3919481
95,52.1485693,4.9498671
96,51.914403,4.5887889
97,51.3512368,5.611589
98,51.6590888,5.6148605
99,52.5303233,4.7090367
100,51.9685817,5.668298061827958
101,52.3563585,6.6636219
102,53.055232,4.7967379
103,52.3421489,4.960825
104,51.4178556,3.8031269
105,52.476711699999996,6.061913261141655
106,51.6336388,5.2290649
107,53.2005936,5.7918548
108,52.1617952,4.5340923
109,51.288718,5.3212714
110,51.1428567,5.8830683
111,52.24773005,5.57827393798401
112,53.2470954,6.8644944
113,51.9863387,6.6117029
114,52.1396933,6.194772
115,51.82052005,4.625731518379531
116,51.5033671,5.3938665
117,51.4281834,5.828106871124028
118,51.958534799999995,6.281455126241391
119,51.879931,5.2876361
120,52.018119350000006,4.711122134697802
121,26.1907543,-97.6960599
122,52.300289,6.988104272999393
123,42.4250964,-71.066163
124,51.632237599999996,4.863042417836681
125,52.996240099999994,7.001434882926471
126,51.4829194,4.9553103
127,51.999457199999995,4.362724538543995
128,52.60192475,4.70503175175436
129,52.533426,6.312253
130,52.2593938,5.7840992
131,52.2411412,4.8251096
132,52.7943068,6.7306013
133,51.8566651,4.5368567
134,52.0425903,6.6170412
135,52.5559484,5.9033303
136,52.4387666,4.8753615
137,51.5209462,4.569368236553837
138,51.8874333,5.4372681
139,52.331111,5.5430312
140,53.1091111,6.0948102
141,52.1269925,4.5922382
142,52.4056303,6.0413984003658525
143,52.42441,6.88168
144,52.063858,6.1875742
145,52.8742433,7.0617746
146,51.57085015,4.076142821673509
147,51.82025285,5.696090348571646
148,53.1180114,7.1659885
149,51.9314474,4.7827247
150,52.1289693,5.2046134
151,51.4392648,5.478633
152,53.2190652,6.5680077
153,52.3592764,6.3842991
154,52.305554,4.6926644
155,52.4963759,5.0682736
156,52.514565250000004,6.097720359677693
