,longitude,latitude
0,180.00000000000006,71.51571433642829
1,180.00000000000006,70.83219920854673
2,178.90342499999997,70.78114000000001
3,178.7253,71.0988
4,180.00000000000006,71.51571433642829
5,48.64541000000008,45.806290000000104
6,47.67590999999999,45.64149000000015
7,46.68201000000005,44.6092000000001
8,47.59093999999999,43.660160000000076
9,47.49252000000007,42.98658000000012
10,48.58437000000015,41.808880000000045
11,48.58435339611342,41.80886879162067
12,47.98728315612598,41.40581920019423
13,47.81566572448463,41.15141612402135
14,47.37331546406623,41.2197323675112
15,46.68607059101661,41.82713715266988
16,46.404950799348825,41.860675157227305
17,45.776400000000024,42.09244000000018
18,45.47027916848572,42.50278066666998
19,44.537622918481986,42.71199270280363
20,43.931210000000135,42.55496000000011
21,43.75599000000011,42.740830000000074
22,42.39440000000013,43.220300000000066
23,40.922190000000114,43.38215000000014
24,40.07696495947977,43.553104153002316
25,39.955008579270924,43.43499766699922
26,38.68000000000001,44.280000000000086
27,37.539120000000025,44.65721000000002
28,36.6754600000001,45.244690000000105
29,37.4031700000001,45.40451000000013
30,38.23295000000002,46.24087000000003
31,37.67372,46.636570000000006
32,39.14767000000012,47.044750000000136
33,39.121200000000044,47.26336000000009
34,38.223538038899335,47.10218984637595
35,38.25511233902978,47.54640045835691
36,38.77057000000008,47.825620000000185
37,39.738277622238854,47.89893707945197
38,39.89562000000018,48.23241000000007
39,39.674649999999986,48.78382000000016
40,40.080789015469406,49.30742991799934
41,40.06904000000014,49.60104999999999
42,38.59498823421342,49.9264619004237
43,38.01063113785693,49.9156615260747
44,37.39345950699516,50.38395335550365
45,36.62616784032542,50.225590928745135
46,35.356116163887975,50.57719737405904
47,35.377909999999986,50.773940000000096
48,35.02218305841791,51.2075723333715
49,34.22481570815427,51.25599315042888
50,34.141978387190534,51.566413479206346
51,34.39173058445709,51.768881740925906
52,33.75269982273579,52.3350745713318
53,32.715760532367085,52.23846548116211
54,32.41205813978769,52.28869497334978
55,32.15944000000013,52.06125000000014
56,31.78599244755525,52.1016775699397
57,31.785970000000077,52.1016800000001
58,31.54001834486226,52.74205231384636
59,31.305200636528014,53.07399587667321
60,31.49763999999999,53.16743000000014
61,32.30451948418823,53.13272614197291
62,32.69364301934604,53.35142080343218
63,32.405598585751164,53.61804535584204
64,31.731272820774507,53.79402944601202
65,31.79142418796224,53.974638576872124
66,31.38447228366374,54.15705638286238
67,30.75753380709872,54.81177094178432
68,30.971835971813135,55.08154775656404
69,30.87390913262001,55.55097646750341
70,29.896294386522356,55.78946320253041
71,29.371571893030673,55.670090643936184
72,29.229513380660308,55.91834422466636
73,28.17670942557794,56.16912995057879
74,27.855282016722526,56.75932648378429
75,27.770015903440928,57.24425812441123
76,27.288184848751513,57.47452830670383
77,27.71668582531572,57.79189911562436
78,27.42015000000015,58.72457000000014
79,28.13169925305175,59.300825100330925
80,27.981120000000033,59.47537000000011
81,27.981126857000987,59.47537333432527
82,29.117700000000013,60.02805000000012
83,28.070001921525666,60.50351912796823
84,28.07000000000005,60.503520000000094
85,30.21110721204445,61.780027777749694
86,31.139991082490894,62.35769277612441
87,31.516092156711125,62.86768748641289
88,30.035872430142717,63.55281362573855
89,30.44468468600371,64.20445343693909
90,29.54442955904699,64.94867157659048
91,30.217650000000003,65.80598
92,29.054588657352326,66.94428620062206
93,29.97742638522061,67.69829702419275
94,28.445943637818658,68.36461294216404
95,28.591929559043194,69.06477692328666
96,29.399550000000033,69.15692000000013
97,31.101042202597625,69.55810108805622
98,31.10108000000008,69.55811000000011
99,32.13272000000018,69.90595000000019
100,33.77547000000004,69.30142000000012
101,36.51396,69.06342000000006
102,40.29234000000014,67.93240000000003
103,41.059870000000046,67.45713000000012
104,41.1259500000001,66.79158000000007
105,40.01583000000005,66.26618000000013
106,38.382949999999994,65.9995300000001
107,33.91871000000015,66.75961000000001
108,33.18444000000005,66.63252999999997
109,34.814770000000124,65.90015000000017
110,34.87857425307874,65.4362128770482
111,34.94391000000007,64.41437000000019
112,36.23129,64.10945000000004
113,37.01273000000009,63.84983000000011
114,37.141970000000185,64.33471000000009
115,36.53957903508979,64.76446000000004
116,37.17604000000006,65.14322000000016
117,39.59345000000002,64.5207900000002
118,40.43560000000008,64.76446000000004
119,39.76260000000019,65.49682000000001
120,42.09309000000013,66.47623000000004
121,43.01604000000009,66.41858000000013
122,43.94975000000011,66.06908000000004
123,44.53226000000001,66.75634000000014
124,43.698390000000074,67.35245000000003
125,44.18795000000017,67.95051000000012
126,43.45282000000003,68.57078999999999
127,46.250000000000114,68.25
128,46.82134000000008,67.68997000000007
129,45.55517000000003,67.56652000000003
130,45.56202000000013,67.01005000000015
131,46.34915000000012,66.6676700000001
132,47.89416000000017,66.8845500000001
133,48.13876000000005,67.52238000000006
134,50.22766000000013,67.99867000000017
135,53.71743000000015,68.85738000000015
136,54.47171000000009,68.80815000000001
137,53.48582000000016,68.20130999999998
138,54.726279999999974,68.09701999999999
139,55.44268000000011,68.43866000000008
140,57.31702000000007,68.4662800000001
141,58.802000000000135,68.88081999999997
142,59.94142000000011,68.27844000000005
143,61.07784000000021,68.94069000000007
144,60.02999999999997,69.5200000000001
145,60.55000000000001,69.85000000000002
146,63.50400000000013,69.54739000000006
147,64.88811500000003,69.23483500000009
148,68.51216000000016,68.09233000000012
149,69.18068000000011,68.61563000000012
150,68.16444000000007,69.14436000000006
151,68.13522,69.35649000000012
152,66.93008000000015,69.45461000000012
153,67.25976000000009,69.92873000000009
154,66.72492000000017,70.70889000000017
155,66.69466000000006,71.02897000000019
156,68.54006000000004,71.93450000000018
157,69.19636000000003,72.84336000000019
158,69.94,73.04000000000008
159,72.58754000000005,72.77629000000013
160,72.79603000000003,72.22005999999999
161,71.84811000000008,71.4089800000001
162,72.47010999999998,71.09019000000006
163,72.79188000000005,70.39114000000001
164,72.56470000000013,69.02085
165,73.66787,68.40789999999998
166,73.23870000000005,67.74040000000002
167,71.28000000000009,66.3200000000001
168,72.42301000000009,66.17267000000021
169,72.82076999999998,66.53267000000005
170,73.92099000000013,66.78946000000013
171,74.18651000000011,67.28429
172,75.05200000000008,67.76047000000011
173,74.46926000000013,68.32899000000009
174,74.9358400000001,68.98918000000009
175,73.84235999999999,69.07146000000006
176,73.60187000000019,69.62763000000001
177,74.39980000000003,70.63175000000001
178,73.10109999999997,71.4471700000002
179,74.89082000000019,72.12119000000013
180,74.65926000000007,72.83227000000005
181,75.1580100000001,72.85497000000015
182,75.68351000000013,72.30056000000013
183,75.2889800000001,71.3355600000001
184,76.35911000000004,71.15287000000018
185,75.90313000000015,71.87401000000006
186,77.57665000000009,72.26717000000002
187,79.6520200000001,72.32011
188,81.50000000000006,71.75000000000006
189,80.6107100000001,72.58285000000012
190,80.51109000000002,73.64819999999997
